# server -> client. opcode  handler_va  handler_name (from the handler's own log string)
0x0105  180de5590  receive_eSUB_CMD_SYSTEM_KEEP_ALIVE
0x1931  180e1e830  receive_eSUB_CMD_FRIEND_UPDATE_INFO
0x1932  180e201b0  receive_eSUB_CMD_FRIEND_INFO
0x1933  180e20500  receive_eSUB_CMD_FRIEND_FIND
0x1941  180e20310  receive_eSUB_CMD_FRIEND_RECRUIT_LIST
0x1942  180e203e0  receive_eSUB_CMD_FRIEND_RECRUIT_ADD
0x1943  180e20440  receive_eSUB_CMD_FRIEND_RECRUIT_DEL
0x1944  180e204a0  receive_eSUB_CMD_FRIEND_RECRUIT_INFO
0x1951  180e200b0  receive_eSUB_CMD_FRIEND_RECOMMAND_LIST
0x2001  180e20ab0  receive_eSUB_CMD_POST_SEND_LIST
0x2002  180e20c90  receive_eSUB_CMD_POST_RECV_LIST
0x2003  180e21080  receive_eSUB_CMD_POST_SEND
0x2004  180e21ac0  receive_eSUB_CMD_POST_READ
0x2005  180e21e60  receive_eSUB_CMD_POST_RECEIPT
0x2006  180e214f0  receive_eSUB_CMD_POST_SEND_DEL
0x2007  180e224f0  receive_eSUB_CMD_POST_RECV_DEL
0x2008  180e22180  receive_eSUB_CMD_POST_SENDBACK
0x2009  180e21610  receive_eSUB_CMD_POST_RECV
0x2010  180e20750  receive_eSUB_CMD_POST_INFO
0x2012  180e227e0  receive_eSUB_CMD_POST_SAVE
0x2013  180e208a0  receive_eSUB_CMD_POST_SAVE_LIST
0x2014  180e20e70  receive_eSUB_CMD_POST_ACCOUNT_LIST
0x2015  180e21870  ?
0x2016  180e21c90  receive_eSUB_CMD_POST_ACCOUNT_READ
0x2017  180e21ff0  receive_eSUB_CMD_POST_ACCOUNT_RECEIPT
0x2018  180e22670  receive_eSUB_CMD_POST_ACCOUNT_DEL
0x2019  180e22900  receive_eSUB_CMD_POST_DELETE_ALL
0x2020  180e22d10  receive_eSUB_CMD_POST_RECEIPT_ALL
0x2101  180e0f520  receive_eSUB_CMD_SOULMETRY_LIST
0x2102  180e0f5c0  receive_eSUB_CMD_SOULMETRY_COMPLETE_LIST
0x2103  180e0f650  receive_eSUB_CMD_SOULMETRY_ADD
0x2104  180e0f7d0  receive_eSUB_CMD_SOULMETRY_UPDATE
0x2105  180e0f930  receive_eSUB_CMD_SOULMETRY_COMPLETE
0x2106  180e0f860  receive_eSUB_CMD_SOULMETRY_RESET
0x2201  180e10d90  receive_eSUB_CMD_LEAGUE_CREATE
0x2202  180e111a0  receive_eSUB_CMD_LEAGUE_DELETE
0x2203  180e11a10  receive_eSUB_CMD_LEAGUE_LIST
0x2207  180e1ab90  receive_eSUB_CMD_LEAGUE_INFO
0x2208  180e17c80  receive_eSUB_CMD_LEAGUE_BOARD
0x2209  180e12470  receive_eSUB_CMD_LEAGUE_WITHDRAW
0x220a  180e14b60  receive_eSUB_CMD_LEAGUE_DELEGATE_RES
0x220f  180e132f0  receive_eSUB_CMD_LEAGUE_KICK
0x2213  180e11cd0  receive_eSUB_CMD_LEAGUE_INVITE
0x2214  180e12140  receive_eSUB_CMD_LEAGUE_INVITE_ACCEPT
0x2215  180e122c0  receive_eSUB_CMD_LEAGUE_INVITE_REJECT
0x2217  180e1c370  receive_eSUB_CMD_LEAGUE_JOIN_USER
0x2220  180e183a0  receive_eSUB_CMD_LEAGUE_SEARCH
0x2221  180e18610  receive_eSUB_CMD_LEAGUE_OVERLAP_NAME
0x2222  180e1c700  receive_eSUB_CMD_LEAGUE_MEMBER_UPDATE
0x2223  180e13d40  receive_eSUB_CMD_LEAGUE_APPLICANT_RES
0x2224  180e141d0  receive_eSUB_CMD_LEAGUE_APPLICANT_ADD
0x2225  180e14470  receive_eSUB_CMD_LEAGUE_APPLICANT_REJECT_RES
0x2226  180e14670  receive_eSUB_CMD_LEAGUE_APPLICANT_DELETE
0x2227  180e12910  receive_eSUB_CMD_LEAGUE_WITHDRAW_RES
0x2228  180e12fd0  receive_eSUB_CMD_LEAGUE_KICK_RES
0x2229  180e191f0  receive_eSUB_CMD_LEAGUE_NOTICE_CHANGE
0x2230  180e16f00  receive_eSUB_CMD_LEAGUE_NAME_CHANGE
0x2231  180e14d00  receive_eSUB_CMD_LEAGUE_CARD_CHANGE
0x2232  180e190c0  receive_eSUB_CMD_LEAGUE_AUTH_CHANGE
0x2233  180e19a80  receive_eSUB_CMD_LEAGUE_POSITION_NAME_CHANGE
0x2234  180e19ce0  receive_eSUB_CMD_LEAGUE_POSITION_NAME_CHANGE_RES
0x2235  180e18990  receive_eSUB_CMD_LEAGUE_AUTH_CHANGE_RES
0x2236  180e195c0  receive_eSUB_CMD_LEAGUE_NOTICE_CHANGE_RES
0x2237  180e11ee0  receive_eSUB_CMD_LEAGUE_INVITE_RES
0x2238  180e17e20  receive_eSUB_CMD_LEAGUE_BOARD_RES
0x2239  180e1a510  receive_eSUB_CMD_LEAGUE_MEMBER_POSITION_CHANGE
0x2241  180e138c0  receive_eSUB_CMD_LEAGUE_MEMBER_LEAVE
0x2243  180e1b3f0  receive_eSUB_CMD_LEAGUE_INFO_UPDATE
0x2244  180e1c0b0  receive_eSUB_CMD_LEAGUE_INFO_ALERT
0x2245  180e1b7a0  receive_eSUB_CMD_LEAGUE_CREATE_RES
0x2246  180e1ba10  receive_eSUB_CMD_LEAGUE_OPEN_OR_NOT
0x2247  180e1bb70  receive_eSUB_CMD_LEAGUE_RECRUIT_NOTICE
0x2248  180e17b40  receive_eSUB_CMD_LEAGUE_RECORD_UPDATE
0x2249  180e14790  receive_eSUB_CMD_LEAGUE_DELEGATE_RES
0x2250  180e15210  receive_eSUB_CMD_LEAGUE_CARD_CHANGE_RES
0x2251  180e15480  receive_eSUB_CMD_LEAGUE_EXP
0x2252  180e15650  receive_eSUB_CMD_LEAGUE_LEVLEUP
0x2253  180e158d0  receive_eSUB_CMD_LEAGUE_SKILL_LEARN
0x2254  180e15b50  receive_eSUB_CMD_LEAGUE_INVENTORY_MOVE
0x2256  180e15ed0  receive_eSUB_CMD_LEAGUE_INVENTORY_INFO
0x2257  180e163a0  receive_eSUB_CMD_LEAGUE_INVENTORY_MOVE_CAST
0x2258  180e16a90  receive_eSUB_CMD_LEAGUE_NAME_CHANGE_RES
0x2259  180e17250  receive_eSUB_CMD_LEAGUE_RAID_INFO
0x225a  180e17100  receive_eSUB_CMD_LEAGUE_RAID_OPEN
0x225b  180e174b0  receive_eSUB_CMD_LEAGUE_RAID_REWARD
0x225c  180e173b0  receive_eSUB_CMD_LEAGUE_RAID_RESET_WEEK
0x225d  180e17500  receive_eSUB_CMD_LEAGUE_RAID_RANKING
0x225e  180e176b0  receive_eSUB_CMD_LEAGUE_ATTENDANCE_INFO
0x225f  180e17800  receive_eSUB_CMD_LEAGUE_ATTENDANCE_CHECK
0x2260  180e1ce20  receive_eSUB_CMD_LEAGUE_SKILL_RESET
0x2261  180e1cf80  receive_eSUB_CMD_LEAGUE_BOOSTER_BUY
0x2301  180e24650  receive_eSUB_CMD_GESTURE_SHOW : (%.2f,%.2f) %.1f
0x2302  180e24810  ?
0x2303  180e24ff0  ?
0x2310  180e253c0  ?
0x2311  180e25950  ?
0x2312  180e25130  ?
0x2313  180e25b70  ?
0x2314  180e25cf0  ?
0x2401  180e0f1d0  receive_eSUB_CMD_DAILY_MISSION_LIST
0x2402  180e0f2f0  receive_eSUB_CMD_DAILY_MISSION_ACCEPT
0x2403  180e0f360  receive_eSUB_CMD_DAILY_MISSION_UPDATE
0x2404  180e0f450  ?
0x2406  180e0f4a0  receive_eSUB_CMD_DAILY_MISSION_REWARD
0x2501  180e0fc70  receive_eSUB_CMD_VACCUM_CLICK_START
0x2502  180e0fdd0  receive_eSUB_CMD_VACCUM_CLICK_CANCEL
0x2503  180e0fe50  receive_eSUB_CMD_VACCUM_CLICK_COMPLETE
0x2511  180e107a0  receive_eSUB_CMD_VACCUM_IN
0x2512  180e10b90  receive_eSUB_CMD_VACCUM_OUT
0x2513  180e10920  receive_eSUB_CMD_VACCUM_INFOS
0x2601  180e2cbc0  ?
0x2605  180e2cd40  ?
0x2606  180e2cfd0  ?
0x2610  180e2d0a0  ?
0x2611  180e2d290  receive_eSUB_CMD_MYROOM_ENTER_REQ
0x2612  180e2d4a0  receive_eSUB_CMD_MYROOM_LOAD_INDEX - AddMyPollenInfo : Index - %d, CultivationItem : %d, StateData %I64d
0x2614  180e2d430  receive_eSUB_CMD_MYROOM_SETUP
0x2620  180e2d6b0  receive_eSUB_CMD_MYROOM_ITEM_ADD
0x2621  180e2d860  receive_eSUB_CMD_MYROOM_ITEM_DEL
0x2622  180e2d9f0  receive_eSUB_CMD_MYROOM_ITEM_USE. Pos(%.2f, %.2f, %.2f)
0x2623  180e2e130  receive_eSUB_CMD_MYROOM_ITEM_RELEASE_USED
0x2624  180e2e720  receive_eSUB_CMD_MYROOM_ITEM_USED_USERS
0x2625  180e2e920  receive_eSUB_CMD_MYROOM_OUT_REASON
0x2626  180e2e9c0  receive_eSUB_CMD_MYROOM_DOOR_STATE
0x2627  180e2eae0  receive_eSUB_CMD_MYROOM_DOOR_STATE_LIST
0x2630  180e2ec10  receive_eSUB_CMD_MYROOM_POLLEN_LOAD
0x2631  180e2ed20  receive_eSUB_CMD_MYROOM_POLLEN_ADD
0x2632  180e2efc0  receive_eSUB_CMD_MYROOM_POLLEN_CULTIVATION
0x2633  180e2f0e0  receive_eSUB_CMD_MYROOM_POLLEN_HARVEST
0x2634  180e2f1d0  receive_eSUB_CMD_MYROOM_POLLEN_HELP
0x2635  180e2f470  receive_eSUB_CMD_MYROOM_POLLEN_ITEM_USE
0x2636  180e2f5b0  receive_eSUB_CMD_MYROOM_POLLEN_UPDATE
0x2637  180e2f700  receive_eSUB_CMD_MYROOM_POLLEN_CANCEL
0x2639  180e2f7f0  receive_eSUB_CMD_MYROOM_POLLEN_HARVEST_RESULT
0x2640  180e2f940  receive_eSUB_CMD_MYROOM_RECOMMEND
0x2641  180e2f9e0  receive_eSUB_CMD_MYROOM_FAVORITE
0x2642  180e2fbc0  receive_eSUB_CMD_MYROOM_WRITE_BOARD
0x2643  180e300a0  receive_eSUB_CMD_MYROOM_WRITE_INFO
0x2644  180e301f0  receive_eSUB_CMD_MYROOM_BOARD_LIST
0x2646  180e30520  receive_eSUB_CMD_MYROOM_RANK_INFO
0x2647  180e308c0  receive_eSUB_CMD_MYROOM_FAVORITE_INFO
0x2648  180e30ac0  receive_eSUB_CMD_MYROOM_RANK_REWARD
0x2701  180e30cc0  receive_eSUB_CMD_HELPER_LIST_LOAD
0x2702  180e30f70  ?
0x2703  180e316b0  ?
0x2704  180e31860  ?
0x2705  180e31a20  receive_eSUB_CMD_HELPER_SUPPORT_INFO
0x2706  180e31b20  receive_eSUB_CMD_HELPER_SUPPORT_REGISTER
0x2707  180e31c80  receive_eSUB_CMD_HELPER_SUPPORT_REWARD
0x2708  180e31ee0  receive_eSUB_CMD_HELPER_SUPPORT_LIST
0x2709  180e32030  receive_eSUB_CMD_HELPER_SUPPORT_EQUIP
0x2710  180e322c0  receive_eSUB_CMD_HELPER_EQUIP
0x2711  180e32440  receive_eSUB_CMD_HELPER_UPDATE_INFO
0x2712  180e32800  receive_eSUB_CMD_HELPER_CHANGE_ORDER
0x2713  180e313e0  ?
0x2715  180e31580  ?
0x2801  180e32ce0  ?
0x2804  180e32d80  ?
0x2901  180e32930  ?
0x2902  180e32b30  ?
0x2903  180e32be0  ?
0x2904  180e32c70  ?
0x2a01  180e32e90  receive_eSUB_CMD_EVENT_ATTENDANCE_LOAD
0x2a02  180e33130  receive_eSUB_CMD_EVENT_ATTENDANCE_REWARD
0x2a03  180e33580  receive_eSUB_CMD_EVENT_ATTENDANCE_CONTINUE_REWARD
0x2a04  180e33640  receive_eSUB_CMD_EVENT_ATTENDANCE_PLAY_TIME_REWARD
0x2a05  180e33600  receive_eSUB_CMD_EVENT_ATTENDANCE_PLAY_TIME_INIT
0x2a06  180e33420  receive_eSUB_CMD_EVENT_ATTENDANCE_EX_REWARD
0x2a10  180e33a50  receive_eSUB_CMD_EVENT_LUA_VALUES
0x2a20  180e33d40  receive_eSUB_CMD_EVENT_DAY_EVENT_BOOSTER_LIST
0x2a21  180e33c50  receive_eSUB_CMD_EVENT_USE_COUPON_CODE
0x2a22  180e33ef0  receive_eSUB_CMD_EVENT_WORLD_EVENT_INFO
0x2a23  180e34130  receive_eSUB_CMD_EVENT_WORLD_EVENT_REGISTER
0x2a24  180e34540  receive_eSUB_CMD_EVENT_WORLD_EVENT_REWARD
0x2a25  180e34640  receive_eSUB_CMD_EVENT_WORLD_EVENT_DAILY_REWARD
0x2a26  180e34890  receive_eSUB_CMD_EVENT_NOTICE_EVENT_INFO
0x2a27  180e34730  receive_eSUB_CMD_EVENT_ROULETTE_INFO
0x2a28  180e347c0  receive_eSUB_CMD_EVENT_ROULETTE_MY_INFO
0x2a29  180e34820  receive_eSUB_CMD_EVENT_ROULETTE_USE
0x2a2b  180e33e70  receive_eSUB_CMD_EVENT_NET_CAFE_ITEM_DELETE
0x2a2c  180e34a30  receive_eSUB_CMD_EVENT_NET_CAFE_MISSION_INFO
0x2a2d  180e34c90  receive_eSUB_CMD_EVENT_VIP_BOOSTER_BUY
0x2a30  180e34e40  receive_eSUB_CMD_EVENT_BATTLE_PASS_LOAD
0x2a31  180e35470  receive_eSUB_CMD_EVENT_BATTLE_PASS_UPDATE
0x2a32  180e34f10  receive_eSUB_CMD_EVENT_BATTLE_PASS_REWARD
0x2a33  180e356c0  receive_eSUB_CMD_EVENT_BATTLE_PASS_UPGRADE
0x2a34  180e357e0  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_LOAD
0x2a34  180e357e0  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_LOAD
0x2a35  180e35840  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_START
0x2a35  180e35840  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_START
0x2a36  180e35a60  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_SELECT
0x2a36  180e35a60  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_SELECT
0x2a37  180e35bd0  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_REWARD
0x2a37  180e35bd0  receive_eSUB_CMD_EVENT_ROCK_SCISSORS_PAPER_REWARD
0x2a38  180e35cd0  receive_eSUB_CMD_EVENT_DICE_LOAD
0x2a39  180e35d90  receive_eSUB_CMD_EVENT_DICE_TRY
0x2a3a  180e35f50  receive_eSUB_CMD_EVENT_DICE_GOTO_START
0x2a3c  180e4a1f0  ?
0x2a3d  180e4a240  ?
0x2a3e  180e4a2a0  ?
0x2a40  180e46ec0  ?
0x2a41  180e46f60  ?
0x2a42  180e470d0  ?
0x2a43  180e47260  ?
0x2a44  180e47640  ?
0x2a50  180e479b0  ?
0x2a51  180e47a60  ?
0x2a52  180e48e10  ?
0x2b01  180e36420  receive_eSUB_CMD_EXCHANGE_SEARCH
0x2b02  180e36750  receive_eSUB_CMD_EXCHANGE_PRICE_HISTORY
0x2b03  180e36b00  receive_eSUB_CMD_EXCHANGE_INTEREST_LIST
0x2b04  180e36df0  receive_eSUB_CMD_EXCHANGE_INTEREST_ITEM
0x2b05  180e375f0  receive_eSUB_CMD_EXCHANGE_SELL_REGISTER
0x2b06  180e37860  receive_eSUB_CMD_EXCHANGE_ITEM_BUY
0x2b07  180e37310  receive_eSUB_CMD_EXCHANGE_ITEM_RECALL
0x2b08  180e37060  receive_eSUB_CMD_EXCHANGE_MY_LIST
0x2b10  180e47e80  ?
0x2b11  180e48d20  ?
0x2b12  180e47fa0  ?
0x2b13  180e48430  ?
0x2b14  180e48720  ?
0x2b15  180e48c70  ?
0x2c01  180df8970  ?
0x2c02  180df89f0  ?
0x2d01  180e37ad0  receive_eSUB_CMD_SOCIAL_ITEM_START
0x2d02  180e37c00  receive_eSUB_CMD_SOCIAL_ITEM_USE
0x2d03  180e38420  receive_eSUB_CMD_SOCIAL_ITEM_USE
0x2d04  180e38a10  receive_eSUB_CMD_SOCIAL_ITEM_END
0x2d05  180e38c50  receive_eSUB_CMD_SOCIAL_ITEM_IN
0x2d06  180e38fa0  receive_eSUB_CMD_SOCIAL_ITEM_INFOS
0x2d07  180e393d0  receive_eSUB_CMD_SOCIAL_ITEM_OUT
0x2d08  180e399c0  receive_eSUB_CMD_SOCIAL_ITEM_PLAY_START
0x2d09  180e39af0  receive_eSUB_CMD_SOCIAL_ITEM_PLAY_GAME
0x2d10  180e39860  receive_eSUB_CMD_SOCIAL_ITEM_PLAY_USERINFO
0x2e01  180e3af30  ?
0x2e02  180e3b210  ?
0x2e03  180e3b2f0  ?
0x2e05  180e3b4b0  ?
0x2e06  180e3b690  ?
0x2e07  180e3b790  ?
0x2e08  180e3b800  ?
0x2e09  180e3b890  ?
0x2e10  180e3be10  ?
0x2e12  180e3bf10  ?
0x2e30  180e3bf50  ?
0x2e31  180e3c110  ?
0x2e32  180e3c6d0  ?
0x2e33  180e3c8b0  ?
0x2e34  180e3c9e0  ?
0x2e36  180e3caf0  ?
0x3001  180e3cc80  ?
0x3003  180e3cd40  ?
0x3004  180e3cd80  ?
0x3005  180e3aa00  ?
0x3201  180e3d2d0  ?
0x3202  180e3d410  ?
0x3203  180e3d470  ?
0x3204  180e3d560  ?
0x3205  180e3cb30  ?
0x3301  180df85a0  ?
0x3303  180df8620  ?
0x3305  180df8670  ?
0x3311  180df8760  ?
0x3312  180df88a0  ?
0x3313  180df88f0  ?
0x3321  180e3f1a0  ?
0x3322  180e3f280  ?
0x3323  180e3f3e0  ?
0x3324  180e3f560  ?
0x3325  180e3f7e0  ?
0x3326  180e3f5f0  ?
0x3327  180e3f870  ?
0x3330  180e3fa50  ?
0x3331  180e3fe10  ?
0x3332  180e40240  ?
0x3333  180e3ff50  ?
0x3335  180e408b0  ?
0x3337  180e40a80  ?
0x3338  180e40c70  ?
0x3339  180e40cb0  ?
0x333a  180e40d10  ?
0x3340  180e40290  ?
0x3341  180e403c0  ?
0x3342  180e407c0  ?
0x3401  180df8bf0  ?
0x3403  180df8ff0  ?
0x4101  180e3e1f0  receive_eSUB_CMD_PET_INFO
0x4102  180e3e3c0  receive_eSUB_CMD_PET_EQUIP - %d
0x4103  180e3e410  receive_eSUB_CMD_PET_ADD
0x4104  180e3e480  receive_eSUB_CMD_PET_EQUIP_ITEM - %d
0x4105  180e3e4e0  receive_eSUB_CMD_PET_NAME_UPDATE - %d, %s
0x4106  180e3e550  receive_eSUB_CMD_PET_ITEM_COMBINE - %d
0x4107  180e3e6a0  receive_eSUB_CMD_PET_POINT_UPDATE - %d
0x4109  180e3e730  receive_eSUB_CMD_PET_SKIN_UPDATE - %d
0x4110  180e3e7b0  receive_eSUB_CMD_PET_ADDEX - size(%d)
0x4111  180e3ed40  receive_eSUB_CMD_PET_EXP_UPDATE
0x4112  180e3edb0  receive_eSUB_CMD_PET_UPDATE_BT
0x4113  180e3ee20  receive_eSUB_CMD_PET_SYNC_POS
0x4114  180e3f070  receive_eSUB_CMD_PET_CONVERT_PIECE - Count : %d
0x4115  180e41250  receive_eSUB_CMD_PET_DISPATCH_START
0x4116  180e412b0  receive_eSUB_CMD_PET_DISPATCH_CANCEL - ID : %d
0x4117  180e41320  receive_eSUB_CMD_PET_DISPATCH_REWARD
0x4118  180e41870  receive_eSUB_CMD_PET_DISPATCH_UPDATE
0xf101  180e22f40  receive_eSUB_CMD_CHANNEL_INFO
0xf102  180e23190  receive_eSUB_CMD_CHANNEL_CHANGE : Result(%d)
